nct_id,overallStatus,study_type,why_stopped
NCT03552549,TERMINATED,INTERVENTIONAL,This study was closed to enrollment prematurely due to sub-optimal accrual.
NCT03552692,TERMINATED,INTERVENTIONAL,efficacy lower than expected
NCT03552796,WITHDRAWN,INTERVENTIONAL,Budget issues
NCT03553212,TERMINATED,INTERVENTIONAL,"outdated, progress in clinical practice."
NCT03553394,TERMINATED,INTERVENTIONAL,Stopped after interim analysis
NCT03553524,WITHDRAWN,INTERVENTIONAL,Due to personnel and organizational issues.
NCT03553550,TERMINATED,OBSERVATIONAL,Enrollment futility
NCT03553576,TERMINATED,INTERVENTIONAL,Lack of continued funding
NCT03553615,WITHDRAWN,INTERVENTIONAL,Limited clinical capacity
NCT03553732,TERMINATED,OBSERVATIONAL,Lack of funding
NCT03553914,WITHDRAWN,INTERVENTIONAL,IND Inactive Status
NCT03554109,WITHDRAWN,INTERVENTIONAL,Trial not initiated
NCT03554161,TERMINATED,INTERVENTIONAL,The study was terminated based on its primary and secondary outcome measures in three consecutive patients.
NCT03554200,TERMINATED,INTERVENTIONAL,COVID 19
NCT03554395,WITHDRAWN,INTERVENTIONAL,No participants enrolled
NCT03554759,TERMINATED,OBSERVATIONAL,Study was terminated early due to enrollment challenges
NCT03555006,TERMINATED,INTERVENTIONAL,"because of the health crisis, organizational constraints and the lack of medical and paramedical staff"
NCT03555149,TERMINATED,INTERVENTIONAL,The Sponsor made the decision to terminate the study due to start up and recruitment issues caused by limited resource availability at the treating centers.
NCT03555552,WITHDRAWN,INTERVENTIONAL,"Study halted prematurely, prior to enrollment of first participant"
NCT03555656,TERMINATED,INTERVENTIONAL,Futility analysis suggested termination
NCT03555721,TERMINATED,OBSERVATIONAL,low subject recruitment
NCT03555786,TERMINATED,OBSERVATIONAL,Failure of recruitment
NCT03555968,WITHDRAWN,INTERVENTIONAL,Logistical issues
NCT03555981,TERMINATED,INTERVENTIONAL,In response to COVID pandemic
NCT03556020,TERMINATED,INTERVENTIONAL,Terminated: Study drug resupply delayed (Covid-19)
NCT03556202,TERMINATED,INTERVENTIONAL,The study was terminated due to a strategic business decision made by the Sponsor.
NCT03556501,TERMINATED,OBSERVATIONAL,Lack of enrollment numbers - participants are no longer being examined
NCT03556618,TERMINATED,INTERVENTIONAL,It was not feasible to study the WPC intervention as a clinical trial due to disruptions caused by COVID-19.
NCT03556826,TERMINATED,INTERVENTIONAL,"Study was hindered by Covid and masking, therefore was unable to be completed as intended."
NCT03556930,WITHDRAWN,INTERVENTIONAL,Project was never initiated.
NCT03557554,TERMINATED,INTERVENTIONAL,feasability and recruitment issues
NCT03557606,WITHDRAWN,OBSERVATIONAL,Collecting data as part of a Patient Registry; redundant study.
NCT03557684,TERMINATED,INTERVENTIONAL,COVID-19
NCT03557749,TERMINATED,OBSERVATIONAL,Accrual goal met
NCT03557970,TERMINATED,INTERVENTIONAL,Not enough enrollment to determine efficacy
NCT03558659,TERMINATED,INTERVENTIONAL,Low recruitment.
NCT03558672,TERMINATED,OBSERVATIONAL,Low enrollment numbers
NCT03558724,TERMINATED,INTERVENTIONAL,"Dose-escalation was finished, but no clear correlation between fluorescence and tumor grade was established"
NCT03558750,TERMINATED,INTERVENTIONAL,Low accrual
NCT03558841,TERMINATED,INTERVENTIONAL,enrollment goal not met in allotted recruitment period
NCT03558958,TERMINATED,INTERVENTIONAL,Terminated due to lack of funding.
NCT03558984,TERMINATED,INTERVENTIONAL,company prioritization reasons
NCT03559010,TERMINATED,INTERVENTIONAL,"Terminated prematurely due to issues with one of the data collection systems, no impact on subject safety"
NCT03559270,TERMINATED,INTERVENTIONAL,Terminated due to lack of alignment during regulatory negotiations.
NCT03559309,TERMINATED,INTERVENTIONAL,COVID-19 Pandemic Measures
NCT03559387,TERMINATED,INTERVENTIONAL,Study redesign
NCT03559517,TERMINATED,INTERVENTIONAL,Sponsor decision to discontinue the SHP647 (ontamalimab) clinical trial development program for inflammatory bowel diseases (IBD) early.
NCT03559946,TERMINATED,INTERVENTIONAL,Terminated due to COVID-19 pandemic
NCT03559985,TERMINATED,INTERVENTIONAL,Recruitment difficulties
NCT03560011,SUSPENDED,INTERVENTIONAL,Decision of Data Safety Monitoring Board
NCT03560102,TERMINATED,INTERVENTIONAL,recruitment difficulties
NCT03560232,TERMINATED,INTERVENTIONAL,Unable to recruit patients in a timely fashion and unable to recruit sufficient patients
NCT03560349,WITHDRAWN,INTERVENTIONAL,Both Study PI's left the institution
NCT03560518,TERMINATED,INTERVENTIONAL,Business decision to stop the program.
NCT03560765,TERMINATED,INTERVENTIONAL,No longer able to recruit due to COVID lockdowns
NCT03560908,WITHDRAWN,INTERVENTIONAL,No enough eligable participants enrolled
NCT03560986,TERMINATED,INTERVENTIONAL,Sponsor decision
NCT03561038,WITHDRAWN,INTERVENTIONAL,Similar study just got done
NCT03561090,TERMINATED,INTERVENTIONAL,Parallel IW-3718 Phase III trial did not meet pre-specified criteria.
NCT03561324,WITHDRAWN,INTERVENTIONAL,PI leaving institution/no funding
NCT03561922,TERMINATED,INTERVENTIONAL,Manufacturer of the investigational device has ceased all business activities
NCT03562000,TERMINATED,INTERVENTIONAL,"The primary evalution criteria had a so few occurrence that it has been a fundamental obstacle to randomize patient. The use of mecanical aide to cough is more widly employ, creating a second limitation."
NCT03562247,TERMINATED,INTERVENTIONAL,Principal Investigator left the institution and the study was closed with the IRB
NCT03562299,WITHDRAWN,INTERVENTIONAL,Unspecified business decision/strategic reason.
NCT03562416,TERMINATED,INTERVENTIONAL,Low enrollment
NCT03562507,TERMINATED,INTERVENTIONAL,Lack of patient population
NCT03562520,TERMINATED,INTERVENTIONAL,The study was terminated due to the COVID-19 pandemic as no in-person study visits were permitted.
NCT03562689,SUSPENDED,OBSERVATIONAL,Not enough subjects.
NCT03562702,TERMINATED,INTERVENTIONAL,Access to Speedlyte Product no longer available.
NCT03562767,TERMINATED,INTERVENTIONAL,"A control group was intended to be added to the study, but the study team decided not complete this additional research with the pandemic. Additional funds were also not available to enroll a new control group and thus, the study was terminated."
NCT03562806,TERMINATED,INTERVENTIONAL,Tested MR sequence was inferior in preliminary evaluation
NCT03562949,TERMINATED,INTERVENTIONAL,Insufficient investigational product
NCT03563040,WITHDRAWN,INTERVENTIONAL,Lack of feasibility
NCT03563144,WITHDRAWN,INTERVENTIONAL,Trial not initiated
NCT03563170,WITHDRAWN,INTERVENTIONAL,Enrollment not initiated
NCT03563222,TERMINATED,INTERVENTIONAL,Prematurely stopped in agreement with authorities (FDA)
NCT03563274,TERMINATED,OBSERVATIONAL,did not meet planned recruitment expectations with a slow recruitment rate
NCT03563352,WITHDRAWN,OBSERVATIONAL,Zero accrual
NCT03563365,TERMINATED,INTERVENTIONAL,Lack of Funding
NCT03563742,TERMINATED,INTERVENTIONAL,High SF rate (less treatment-naïve subjects \& subjects with viral load \<100000). Reevaluation in scientific position in India after internal discussion.
NCT03563872,WITHDRAWN,INTERVENTIONAL,Lack of funding
NCT03563885,TERMINATED,INTERVENTIONAL,Financial and Method issues suggesting that study is not feasible.
NCT03563911,WITHDRAWN,INTERVENTIONAL,COVID pandemic
NCT03564015,TERMINATED,INTERVENTIONAL,The intervention (guidance recovery app) was malfunctioning and not storing data for efficacy outcomes.
NCT03564041,TERMINATED,INTERVENTIONAL,COVID-19
NCT03564054,TERMINATED,INTERVENTIONAL,slow accrual
NCT03564145,TERMINATED,INTERVENTIONAL,"Per protocol, the Sponsor could terminate the study once 300 participants completed a total of 28 weeks of treatment and 100 participants completed a total of 52 weeks."
NCT03564756,WITHDRAWN,INTERVENTIONAL,Difficulty with enrollment
NCT03565172,TERMINATED,INTERVENTIONAL,protocol with too many constraints. long protocol
NCT03565315,TERMINATED,INTERVENTIONAL,Sponsor/PI voluntarily paused and stopped study after observing several Grade 2 and Grade 3 redness local reactogenicity reactions at 10E8VLS injection sites
NCT03565328,TERMINATED,INTERVENTIONAL,Slow/insufficient accrual and investigators have left the study.
NCT03565406,TERMINATED,INTERVENTIONAL,recruiting or enrolling participants has halted prematurely and will not resume; participants are no longer being examined or treated
NCT03565497,TERMINATED,INTERVENTIONAL,COVID-19 pandemic caused human subjects research to shut down and study was unable to restart.
NCT03565991,TERMINATED,INTERVENTIONAL,The study was terminated since there was no need for further safety or efficacy data to be collected. The participants having benefit from the investigational treatments have been moved to a continuation study (NCT05059522)
NCT03566264,WITHDRAWN,OBSERVATIONAL,Program has been terminated.
NCT03566290,WITHDRAWN,INTERVENTIONAL,Development of investigational product was halted.
NCT03566303,TERMINATED,INTERVENTIONAL,Coronavirus Pandemic
NCT03566342,TERMINATED,OBSERVATIONAL,Preliminary analysis of data showed no significant findings
NCT03566407,TERMINATED,INTERVENTIONAL,Sponsor decided to discontinue the study due to poor enrollment.
NCT03566485,TERMINATED,INTERVENTIONAL,Low accrual/Loss of funding
NCT03566511,SUSPENDED,INTERVENTIONAL,Temporarily paused while the MR center develops newer study techniques. We might resume; this is not a suspension of IRB approval.
NCT03566641,TERMINATED,INTERVENTIONAL,Low enrollment. Not enough data for interim analysis.
NCT03566823,TERMINATED,INTERVENTIONAL,Sponsor decision to discontinue the SHP647 (ontamalimab) clinical trial development program for inflammatory bowel diseases (IBD) early.
NCT03566927,TERMINATED,INTERVENTIONAL,Terminated due to warning letters issued regarding paclitaxel
NCT03567291,TERMINATED,INTERVENTIONAL,The parent trials did not meet the primary endpoints of reduction in motor and phonic tics.
NCT03567499,WITHDRAWN,INTERVENTIONAL,The decision to end the study was made for GSK portfolio reasons. No subjects were randomised into the study.
NCT03567616,TERMINATED,INTERVENTIONAL,"Following results of the primary progression-free survival analysis from Study NCT02755597, company-sponsored MM studies were placed on partial clinical hold (PCH). Sponsor did not pursue release of the PCH for this study."
NCT03567694,WITHDRAWN,INTERVENTIONAL,Business decision
NCT03567837,TERMINATED,INTERVENTIONAL,It was stopped due to the inability to recruit during the Covid epidemic.
NCT03567928,TERMINATED,INTERVENTIONAL,Technical problem with device in study
NCT03567954,TERMINATED,OBSERVATIONAL,Low inclusionrate due to logistic challenges
NCT03568071,TERMINATED,INTERVENTIONAL,MOR106 clinical development in atopic dermatitis was stopped for futility
NCT03568084,TERMINATED,INTERVENTIONAL,SARS-CoV-2 Pandemic
NCT03568955,WITHDRAWN,OBSERVATIONAL,"This is no longer considered a clinical trial as per the Kantonial Ethics Committee in Zurich, CH"
NCT03569007,TERMINATED,INTERVENTIONAL,Trial terminated by Sponsor
NCT03569033,TERMINATED,INTERVENTIONAL,"The data did not support study endpoints for acute cough, based on an interim efficacy analysis; not due to safety concerns."
NCT03569150,WITHDRAWN,INTERVENTIONAL,Study not funded.
NCT03569670,WITHDRAWN,INTERVENTIONAL,Study has been suspended due to inability to obtain funding.
NCT03569709,WITHDRAWN,INTERVENTIONAL,Not funded
NCT03569722,TERMINATED,OBSERVATIONAL,This study was terminated due to insufficient recruitment.
NCT03569774,WITHDRAWN,INTERVENTIONAL,No subjects enrolled
NCT03569800,TERMINATED,OBSERVATIONAL,investigator's decision : recruitment difficulties and lack of interest in the remote study of the crisis Levothyrox
NCT03569917,TERMINATED,INTERVENTIONAL,"143 patients have been recruited instead of 150 but the theoretical date of end of inclusions being reached, we have decided to not prolong again the study."
NCT03569943,WITHDRAWN,INTERVENTIONAL,Change in medical practice on the management of the eligible population
NCT03570411,TERMINATED,OBSERVATIONAL,The company that was contracted to conduct study specific testing was sold and new management chose to pursue interests other than CMV.
NCT03570476,TERMINATED,INTERVENTIONAL,Terminated due to slow accrual
NCT03570489,TERMINATED,INTERVENTIONAL,Could not recruit patients because of Covid 19 restrictions and because of lack of efficacy for primary endpoint
NCT03570801,TERMINATED,INTERVENTIONAL,"We performed unplanned interim conditional power (CP) analyses for the primary endpoint. We pre-specified futility as CP\<20%. Based on 301 patients (38% of target), CP was \<20% and the independent steering committee recommended termination."
NCT03570996,TERMINATED,INTERVENTIONAL,COVID 19
NCT03571204,TERMINATED,INTERVENTIONAL,Coronavirus 2019 (COVID-19) pandemic
NCT03571594,TERMINATED,INTERVENTIONAL,The study met a pre-defined protocol study stopping criteria
NCT03571646,TERMINATED,INTERVENTIONAL,Poor recruitment rate due to difficulties in identifying suitable patients
NCT03571776,TERMINATED,INTERVENTIONAL,Low recruitment because patients and gynecologists prefer the sclerosis arm to avoid surgery
NCT03571828,TERMINATED,INTERVENTIONAL,Amgen decided to discontinue study because of a business decision and not because of safety reasons
NCT03571919,WITHDRAWN,INTERVENTIONAL,Inability to recruit during the Covid pandemic
NCT03571945,SUSPENDED,INTERVENTIONAL,"Due to Coronavirus infection decrease in elective case list , also lack of response from other centers"
NCT03572062,TERMINATED,INTERVENTIONAL,"Study halted prematurely by sponsor and will not resume, participants are no longer being examined or receiving intervention."
NCT03572257,WITHDRAWN,INTERVENTIONAL,Closed due to inability to enroll
NCT03572478,TERMINATED,INTERVENTIONAL,The study was terminated due to lack of efficacy.
NCT03572634,TERMINATED,INTERVENTIONAL,"Given the extensive time projected to conclude the study hypothesis, it is no longer feasible to include this study of TP-0903."
NCT03572907,WITHDRAWN,OBSERVATIONAL,Investigators decision
NCT03573076,TERMINATED,INTERVENTIONAL,The second study arm including radio-frequency microneedling was withdrawn due to availability of newer treatment options.
NCT03573336,TERMINATED,INTERVENTIONAL,"Due to a change in the development program, the study was closed prematurely."
NCT03573427,WITHDRAWN,OBSERVATIONAL,No patients enrolled; Executive Committee Decision;Feasibility of recruitment
NCT03573505,TERMINATED,INTERVENTIONAL,Study was stopped because of safety concerns.
NCT03573544,TERMINATED,INTERVENTIONAL,OBI-888 no longer fulfills our goal of developing cost-effective therapies for cancer patients
NCT03573570,WITHDRAWN,INTERVENTIONAL,The Government of Tamil Nadu decided not to proceed with implementation of fortified rice through the Public Distribution (per the original study protocol)
NCT03573921,TERMINATED,INTERVENTIONAL,Poor recruitment to date.
NCT03573986,TERMINATED,INTERVENTIONAL,Lack of enrollment
NCT03574181,TERMINATED,OBSERVATIONAL,Extensive changes to the watch design would be needed to produce a robust device.
NCT03574194,TERMINATED,INTERVENTIONAL,Suspended due to COVID-19 pandemic
NCT03574220,WITHDRAWN,INTERVENTIONAL,No accrual - closed by PRMC
NCT03574337,WITHDRAWN,INTERVENTIONAL,Inadequate funding
NCT03574649,WITHDRAWN,INTERVENTIONAL,Trial not initiated
NCT03574818,TERMINATED,INTERVENTIONAL,Poor accrual
NCT03574857,TERMINATED,INTERVENTIONAL,Low enrollment
NCT03574974,TERMINATED,INTERVENTIONAL,Funding ended prematurely
NCT03575078,WITHDRAWN,INTERVENTIONAL,Project Never Initiated - no human subjects were enrolled and no data regarding humans was collected or studied
NCT03575208,WITHDRAWN,INTERVENTIONAL,Slow/Insufficient accrual
NCT03575234,WITHDRAWN,INTERVENTIONAL,funding and drug were withdrawn
NCT03575494,WITHDRAWN,OBSERVATIONAL,this study does not need to get a clinicaltrials number
NCT03575507,WITHDRAWN,INTERVENTIONAL,It wasn't possible to recruit the desired number of patients.
NCT03575572,TERMINATED,INTERVENTIONAL,Staffing changes impacted by COVID-19 pandemic resulting in inadequate personnel to facilitate study.
NCT03575741,WITHDRAWN,OBSERVATIONAL,Unfortunately the recruitment process appeared to be very difficult. No participants could be recruited.
NCT03575858,WITHDRAWN,INTERVENTIONAL,Barrel shaped interdental brush went out of production
NCT03575975,TERMINATED,OBSERVATIONAL,Study was terminated due to lack of funding and unforeseen delays.
NCT03576131,TERMINATED,INTERVENTIONAL,Sponsor decision
NCT03576534,TERMINATED,INTERVENTIONAL,"Given SARS CoV2 pandemic, we had difficulty enrolling patients in the proposed time frame"
NCT03576599,TERMINATED,INTERVENTIONAL,difficult to include patients
NCT03576768,TERMINATED,INTERVENTIONAL,Study terminated due to PI leaving the institution.
NCT03576963,WITHDRAWN,INTERVENTIONAL,No funding
NCT03577028,TERMINATED,INTERVENTIONAL,Decision not to continue to the expansion portion of the study
NCT03577184,WITHDRAWN,OBSERVATIONAL,Institutions issue
NCT03577288,TERMINATED,INTERVENTIONAL,"Study had to be stopped in 2020 with the health crisis linked to COVID-19. Following this, and in view of the sanitary conditions, it was not possible to resume recruitment (research was taking place within the University of Lyon 2 and in schools)"
NCT03577418,WITHDRAWN,INTERVENTIONAL,"study never started, was not funded"
NCT03577600,WITHDRAWN,INTERVENTIONAL,suspended due to administrative problems
NCT03577691,TERMINATED,INTERVENTIONAL,Poor enrollment
NCT03577717,TERMINATED,INTERVENTIONAL,This study was stopped due to time and budgetary constraints.
NCT03577899,TERMINATED,INTERVENTIONAL,desired primary endpoint was not met
NCT03578029,TERMINATED,INTERVENTIONAL,Business Decision
NCT03578198,TERMINATED,INTERVENTIONAL,Issues in supply of IP
NCT03578354,WITHDRAWN,INTERVENTIONAL,Funding not acquired
NCT03578432,TERMINATED,INTERVENTIONAL,UACC-PHX is no longer able to support the study and Novartis is unable to provide drug beyond December 2019.
NCT03578731,TERMINATED,OBSERVATIONAL,Mainly due to insufficient recruitment
NCT03578952,TERMINATED,INTERVENTIONAL,End of support
NCT03579043,WITHDRAWN,INTERVENTIONAL,Lack of recruitment - no eligible participants.
NCT03579147,WITHDRAWN,INTERVENTIONAL,It was not possible to recruit any patients at that time.
NCT03579160,TERMINATED,INTERVENTIONAL,Due to the insufficient accrual rate and strategic reasons to focus our efforts on higher impact research projects.
NCT03579186,WITHDRAWN,INTERVENTIONAL,Enrollment and other trial activities have temporarily paused due to COVID-19 and are expected to resume in the future; This is not a suspension of IRB approval
NCT03579212,TERMINATED,OBSERVATIONAL,EC withdrawal with termination of the NB contract
NCT03579277,TERMINATED,INTERVENTIONAL,inadequate enrollment
NCT03579407,TERMINATED,INTERVENTIONAL,COVID limitations and staff changes
NCT03579472,TERMINATED,INTERVENTIONAL,Due to the fact that the sponsor decided not to move forward with the development of M7824
NCT03579758,WITHDRAWN,INTERVENTIONAL,This trial will open as an NCTN trial.
NCT03579888,TERMINATED,INTERVENTIONAL,Study halted prematurely
NCT03579927,WITHDRAWN,INTERVENTIONAL,Lack of Funding
NCT03580005,WITHDRAWN,INTERVENTIONAL,The study was cancelled prior to the enrollment of any participants.
NCT03580044,TERMINATED,INTERVENTIONAL,Recruitment of patients with serious infections caused by gram-negative bacteria producing MBL has been challenging. Date study terminated: 16-Dec-2022.
NCT03580382,TERMINATED,INTERVENTIONAL,"Per regulatory coordinator, the sponsor is no longer supporting the study."
NCT03580616,TERMINATED,INTERVENTIONAL,Study was terminated by the IRB due to continued noncompliance.
NCT03580694,TERMINATED,INTERVENTIONAL,Program reprioritization
NCT03580746,WITHDRAWN,OBSERVATIONAL,Resident working on this study left our department
NCT03580772,TERMINATED,OBSERVATIONAL,"Due to ongoing issues with recruitment, it was decided it was best to terminate the study and focus resources on other priorities."
NCT03580798,TERMINATED,INTERVENTIONAL,Not enough patients available
NCT03580967,WITHDRAWN,INTERVENTIONAL,COVID-19 Pandemic interfered with Pt recruitment
NCT03581084,TERMINATED,INTERVENTIONAL,The study was redesigned to be conducted in an outpatient setting.
NCT03581279,TERMINATED,INTERVENTIONAL,Enrollment levels insufficient to continue.
NCT03581474,TERMINATED,INTERVENTIONAL,Slow recruitment
NCT03581513,TERMINATED,INTERVENTIONAL,DSMB halted the study due to safety concerns.
NCT03582007,TERMINATED,INTERVENTIONAL,Safety data review
NCT03582033,TERMINATED,INTERVENTIONAL,Study closed due to portfolio prioritization
NCT03582046,TERMINATED,INTERVENTIONAL,Lack of Enrollment
NCT03582085,WITHDRAWN,INTERVENTIONAL,No funding at the current time.
NCT03582150,WITHDRAWN,INTERVENTIONAL,Funding lost during COVID
NCT03582280,TERMINATED,INTERVENTIONAL,Slow recruitment
NCT03582384,WITHDRAWN,INTERVENTIONAL,Study never started
NCT03582618,TERMINATED,INTERVENTIONAL,The study has been terminated due to slow enrollment
NCT03582904,WITHDRAWN,INTERVENTIONAL,Pilot data suggested the paradigm would need significant revision.
NCT03582956,TERMINATED,INTERVENTIONAL,Covid
NCT03583736,WITHDRAWN,INTERVENTIONAL,PI decision
NCT03584009,TERMINATED,INTERVENTIONAL,"Sponsor's decision, no safety concerns."
NCT03584269,TERMINATED,INTERVENTIONAL,Recruiting difficulties
NCT03584399,TERMINATED,OBSERVATIONAL,lack of enrollment
NCT03584477,TERMINATED,INTERVENTIONAL,The study was stopped because inclusion rate was not met. No inclusion in the last 11 months.
NCT03584516,TERMINATED,INTERVENTIONAL,The study was terminated due to insufficient efficacy to support moving into Part 2 of the study; there were no safety concerns that contributed to this decision.
NCT03584737,TERMINATED,OBSERVATIONAL,Lack of funding
NCT03585062,TERMINATED,INTERVENTIONAL,The paclitaxel-albumin halt production.
NCT03585101,WITHDRAWN,INTERVENTIONAL,Funding no longer available
NCT03585192,TERMINATED,INTERVENTIONAL,Enrollment closed due to impending graduation from Fellowship
NCT03585335,TERMINATED,OBSERVATIONAL,"Due to COVID-19 restrictions and the closure of the research clinic site, the study ended prematurely. Not all data was collected on all participants."
NCT03585465,SUSPENDED,INTERVENTIONAL,Interim analysis
NCT03585595,WITHDRAWN,INTERVENTIONAL,The study was not funded.
NCT03585725,TERMINATED,INTERVENTIONAL,low accrual
NCT03585764,TERMINATED,INTERVENTIONAL,This study was halted prematurely due to recruitment barriers
NCT03585855,TERMINATED,INTERVENTIONAL,Safety reasons
NCT03585907,WITHDRAWN,INTERVENTIONAL,Lack of funding
NCT03586024,WITHDRAWN,INTERVENTIONAL,poor accrual
NCT03586089,TERMINATED,INTERVENTIONAL,Difficulty recruiting patients
NCT03586232,WITHDRAWN,INTERVENTIONAL,The study could not be conducted since funding was not obtained.
NCT03586544,TERMINATED,INTERVENTIONAL,The study was halted prematurely due to COVID 19.
NCT03586687,TERMINATED,INTERVENTIONAL,insufficient rate of accrual
NCT03586778,WITHDRAWN,INTERVENTIONAL,COVID-19
NCT03586895,SUSPENDED,INTERVENTIONAL,The study is paused.
NCT03586934,WITHDRAWN,INTERVENTIONAL,Difficult to enroll patients for the study
NCT03587129,TERMINATED,INTERVENTIONAL,No patient enter this study.
NCT03587363,TERMINATED,INTERVENTIONAL,Mild/moderate hepatic impairment (HI) cohorts completed with no impact to erdafitinib exposure. Severe HI cohort enrollment stopped early.
NCT03587519,TERMINATED,INTERVENTIONAL,Adverse Event
NCT03587571,TERMINATED,INTERVENTIONAL,Insufficient patient recruitment
NCT03587896,TERMINATED,INTERVENTIONAL,12-month assessment process has been stopped prematurely due to logistic reasons.
NCT03588039,TERMINATED,INTERVENTIONAL,Study terminated due to lack of funding
NCT03588065,TERMINATED,INTERVENTIONAL,The study was stopped by insufficient funds
NCT03588728,TERMINATED,INTERVENTIONAL,Lab was shut down due to COVID as were nearing study completion
NCT03588741,TERMINATED,INTERVENTIONAL,The trial was terminated as the participant withdrew from the trial.
NCT03588806,TERMINATED,INTERVENTIONAL,Study halted permanently and will not resume; participants are no longer being examined or receiving intervention.
NCT03588936,TERMINATED,INTERVENTIONAL,Poor accrual and loss of funding.
NCT03589456,TERMINATED,OBSERVATIONAL,"Study was closed to accrual on January 15, 2020."
NCT03589742,TERMINATED,INTERVENTIONAL,Feasibility objectives were obtained
NCT03589755,WITHDRAWN,INTERVENTIONAL,unable to recruit enough candidates
NCT03589781,WITHDRAWN,INTERVENTIONAL,Covid 19 Pandemic - Unable to enroll patients
NCT03589963,TERMINATED,INTERVENTIONAL,Institutional ORE decision to stop community based research in response to COVID emergency and need to socially distance
NCT03589976,TERMINATED,INTERVENTIONAL,Interim analysis showed early evidence of futility of sirolimus. Trial stopped per DSMB recommendation.
NCT03590665,TERMINATED,INTERVENTIONAL,PI accepted a position at a new Institution and terminated the study at UIC.
NCT03590730,TERMINATED,OBSERVATIONAL,The trial stopped prematurely because of enrollment challenges.
NCT03590743,TERMINATED,INTERVENTIONAL,Lack of participant enrollment
NCT03590860,TERMINATED,INTERVENTIONAL,injection site reaction burden
NCT03591289,WITHDRAWN,INTERVENTIONAL,study never started up at site
NCT03591380,TERMINATED,INTERVENTIONAL,Recruitment complications due to COVID-19
NCT03591458,TERMINATED,INTERVENTIONAL,"Slow subject enrollment, unable to complete trial in a timely manner"
NCT03591614,WITHDRAWN,INTERVENTIONAL,PI left institution
NCT03591744,WITHDRAWN,INTERVENTIONAL,Budgetary constraints
NCT03591796,WITHDRAWN,INTERVENTIONAL,no participants were included
NCT03591861,TERMINATED,INTERVENTIONAL,Low accrual
NCT03591874,TERMINATED,INTERVENTIONAL,Primary endpoint was not met.
NCT03591926,WITHDRAWN,INTERVENTIONAL,Study withdrawn for business reasons prior to screening or enrolling any subjects.
NCT03591965,TERMINATED,INTERVENTIONAL,Based on the adjustment of clinical research and development strategy，sponsor decided to terminate the study
NCT03592056,TERMINATED,OBSERVATIONAL,interim analysis proved that protocol intervention had no preventive effect
NCT03592082,WITHDRAWN,INTERVENTIONAL,Investigator left institution
NCT03592264,TERMINATED,INTERVENTIONAL,Little evidence of clinical activity in tumor types enrolled
NCT03592355,TERMINATED,INTERVENTIONAL,COVID19 pandemic
NCT03592407,WITHDRAWN,INTERVENTIONAL,Safety concerns
NCT03592459,WITHDRAWN,INTERVENTIONAL,"Study halted prematurely, prior to enrollment of first participant"
NCT03592641,TERMINATED,INTERVENTIONAL,Inadequate accrual rate
NCT03592784,TERMINATED,INTERVENTIONAL,"Lack of enrollment during Covid pandemic, however sufficient data gathered for assessment of primary outcome"
NCT03592862,WITHDRAWN,INTERVENTIONAL,Pending investigation of an unexpected animal toxicology finding.
NCT03593109,TERMINATED,INTERVENTIONAL,Suitable patients were not recruited
NCT03593213,TERMINATED,INTERVENTIONAL,FDA Released Allergan from this post marketing requirement
NCT03593421,WITHDRAWN,INTERVENTIONAL,BioInceptdecided not to pursue this drug target at this time.
NCT03593460,WITHDRAWN,INTERVENTIONAL,BioIncept changed the focus of future drug development
NCT03593564,TERMINATED,INTERVENTIONAL,The study team experienced technology challenges with the digital platform used to deliver the intervention and to collect data. Data collection surveys would be automatically sent to participants before participants completed intervention modules.
NCT03593694,TERMINATED,INTERVENTIONAL,Service provider challenges precluded intervention delivery.
NCT03593876,TERMINATED,INTERVENTIONAL,"Given the design of the study, we reached saturation with a sample of 16"
NCT03593902,TERMINATED,INTERVENTIONAL,PI Sabbatical
NCT03593915,TERMINATED,INTERVENTIONAL,The sponsor decided not to continue the study based on the overall company strategy in AML.
NCT03593980,TERMINATED,INTERVENTIONAL,Study could not be run for logistical reasons
NCT03593993,TERMINATED,OBSERVATIONAL,low accrual and lack of funds
NCT03594045,TERMINATED,INTERVENTIONAL,Withdrawal of funding by sponsor
NCT03594097,TERMINATED,INTERVENTIONAL,"Due to the study sponsor's request to prematurely terminate this study, the numbers of participants enrolled in the study discontinued or some discontinued earlier due to a screening failure."
NCT03594175,TERMINATED,INTERVENTIONAL,"Due to ongoing recruitment challenges globally, it is not possible to complete this study. The decision is not based on any reported changes in the safety profile or any concerns with the anticipated efficacy profile of the investigational product."
NCT03594331,TERMINATED,INTERVENTIONAL,Funding stopped
NCT03594955,TERMINATED,INTERVENTIONAL,Sponsor decision
NCT03595046,WITHDRAWN,INTERVENTIONAL,It was difficult to recruit subjects.
NCT03595072,WITHDRAWN,OBSERVATIONAL,Difficulty securing funding due to COVID-19
NCT03595371,TERMINATED,INTERVENTIONAL,The study was terminated due to study design issues that did not allow for determination of efficacy and safety in subjects with Schnitzler Syndrome who are currently well controlled on anakinra therapy.
NCT03595683,SUSPENDED,INTERVENTIONAL,Drug supply no longer available.
NCT03595982,TERMINATED,INTERVENTIONAL,Low enrollment
NCT03596073,TERMINATED,INTERVENTIONAL,Interim analysis did not show the required cytokine induction by topical calcipotriene to justify continuation of the trial
NCT03596125,TERMINATED,INTERVENTIONAL,difficulty of recruitment
NCT03596151,TERMINATED,INTERVENTIONAL,To optimize device
