overallstatus,study_type,lemmatize_text,nct_id,raw_text,trial_no_longer_needed,inadequate_study_design_or_study_redesign,efficacy,logistics,business_or_sponsor_reason,negligence_or_recommandation_of_legalities,organizational_issues,safety_ethics_aes,category,others,enrollment_related,pi_related,slow_accrual,funding_related,added_by_error,study_competition,covid-19_and_similar_epidemic_related,completed_early_or_truncated_completion
WITHDRAWN,OBSERVATIONAL,ci not pursue study,NCT05364775,CI not pursuing study,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,single site study site unable participate,NCT05365243,"Single-site study, site was unable to participate",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,data collection protocol not follow properly result not reliable,NCT05365399,Data collection protocol was not followed-up properly. Results are not reliable,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator still work protocol not sure ready,NCT05365464,Investigator still working on protocol and not sure when it will be ready,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor decision deprioritize dengue program,NCT05366439,Sponsor decision to deprioritize the dengue program,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,wait update study lead,NCT05367401,waiting for update from Study Lead,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,patient not interest participate study,NCT05368519,Patients were not interested in participating in the study,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,due lack fund source main trial suspend research team look fund source recover trial,NCT05371002,"Due to lack of funding source, the main trial has been suspended. The research team is looking for funding source to recover the trial.",0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study withdrawal due challenge patient enrollment,NCT05371275,Study was withdrawn due to challenges in patient enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator voluntarily close study reopened national cooperative group trial,NCT05371860,PI voluntarily closed the study. Will be reopened as a national cooperative group trial.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,difficulty study patient enrollment,NCT05371951,Difficulty in study subject recruitment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate due low enrollment change strategy,NCT05372809,Study terminated due to slow enrollment and change in strategy.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study hold indefinitely due fund issue,NCT05373381,Study is on hold indefinitely due to funding issues.,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
SUSPENDED,INTERVENTIONAL,sponsor need comprehensively evaluate benefit risk study,NCT05374603,The sponsor needs to comprehensively evaluate the benefit and risk of the study.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,technical issue relate intervention,NCT05374941,Technical issues related to the intervention,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,fund limitation,NCT05374993,Funding limitation,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator leave institution take study,NCT05375253,PI has left institution and is taking the study with him.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,enrollment suspend due lack available staff,NCT05375552,Recruitment has been suspended due to a lack of available staff.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,company bankruptcy,NCT05375604,Company Bankruptcy,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,unable enrollment patient due hospital condition,NCT05375747,Unable to recruit participants due to hospital conditions,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor terminate review fda request halt dosing mar give azd not active approximately currently circulate sars cov variant usa benefit complication reduce impedance high frequency provide extend treble output reduce harmonic distortion reduction inductance modulation typically accompanies large voice coil excursion,NCT05375760,"Sponsor terminated after review of FDA's request to halt further dosing (30Mar2023) given that AZD7442 is not active against >99% of the currently circulating SARS-CoV-2 variants in the USA, the benefit risk assessment may not be favorable",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,study not enrollment patient study design discussion likely redesigned consultation fda,NCT05378763,The study has not enrolled any patients. The study design is under discussion and will likely be redesigned in consultation with the FDA.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty encountered not highlighted previous study traffic situation make daily life difficult user need rework system,NCT05378828,"difficulties encountered that were not highlighted in previous studies (traffic situations that made daily life difficult for users, need to rework the system)",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,le investigator nont pa pu commencer et mener la recherche,NCT05378958,Les investigateurs n'ont pas pu commencer et mener la recherche,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,month active enrollment lack qualify or interest patient investigator dr meghan spyres physician decide terminate enrollment before meet state enrollment objective,NCT05379179,"After 20 months of active enrollment and a lack of qualified/interested subjects, the Investigator, Meghan Spyres, MD, decided to terminate recruitment before meeting the stated enrollment objectives.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,low resource complete within require timeline,NCT05379296,Inadequate resources to complete within the required timeline.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,decision local healthcare authority,NCT05379322,Decision of the local healthcare authority,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,irb protocol terminate,NCT05379439,IRB protocol was terminated,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,determine tumor analysis could not perform accordance protocol,NCT05379907,Determined that the tumor analysis could not be performed in accordance with the protocol.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,low site engagement accrual,NCT05380557,Low site engagement and accrual,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,lack enrollment sponsor decision,NCT05381610,Lack of enrollment - Sponsor decision,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,covid prevented u perform study fund run,NCT05381688,Covid prevented us from performing the study and the funding ran out,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
WITHDRAWN,INTERVENTIONAL,study terminate due difficulty enrollment patient meet enrollment or exclusion criterion no patient receive intervention,NCT05381974,Study was terminated due to difficulty recruiting patients who met inclusion/exclusion criteria. No participants received the intervention.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study set even though protocol adjust not possible find suitable patient,NCT05383001,"Study was set-up in 2017, even though the protocol was adjusted, it was not possible to find suitable patients.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,unable enrollment retain sufficient patient,NCT05384548,We were unable to recruit and retain sufficient participants.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,start study take long already many publication patient,NCT05385341,The start of the study took too long and there are already many publications on the subject,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor terminate study commercial reason,NCT05386823,The sponsor terminated the study for commercial reasons,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,trial cancelled prior commencement due lack fund,NCT05387317,Trial cancelled prior to commencement due to lack of funding.,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
TERMINATED,INTERVENTIONAL,per mcw irb,NCT05387577,per MCW IRB,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,sponsor no longer pursue indication,NCT05387642,Sponsor no longer pursuing indication.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,sponsor determine data no longer need,NCT05387668,Sponsor determined the data was no longer needed.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,part study oral difelikefalin adjunct topical corticosteroid tc not demonstrate meaningful clinical benefit compare tc alone,NCT05387707,"In Part A of the study, oral difelikefalin as adjunct to topical corticosteroids (TCS) did not demonstrate meaningful clinical benefit compared to TCS alone.",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,due adjustment change sponsor rd strategy plan voluntarily terminate clinical trial,NCT05388279,"Due to the adjustment and change of the sponsor's R&D strategy, we now plan to voluntarily terminate this clinical trial.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate base portfolio prioritization no safety trend or issue identify dose level,NCT05388435,The study has been terminated based on portfolio prioritization. No safety trends or issues were identified at any dose level.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop business decision,NCT05388617,This study stopped because of a business decision.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study never start not funded study not conduct unless funded future,NCT05390177,The study never started because it was not funded; the study will not be conducted unless funded in the future,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,outbreak covid pandemic cause problem nutritional coach person,NCT05393843,outbreak of covid pandemic that caused problems with nutritional coaching in person.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WITHDRAWN,INTERVENTIONAL,drug find ineffective omicron study terminate no patient enrollment,NCT05393999,"The drug was found to be ineffective against Omicron, so the study was terminated and no patients were enrolled.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,staff challenge,NCT05394545,staffing challenges,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,enrollment effort yielded no enrollment study stop evaluate study design,NCT05395039,"Recruitment effort yielded no enrollments, so this study was stopped. We are re-evaluating the study design.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,bayer business decision close real study base follow target objective enrolling least patient retrospective part fail not enough available data would meaningful addition literature,NCT05395858,Bayer business decision to close the REAL study based on the following: Target objective of enrolling at least 20 patients into the retrospective part failed; Not enough available data that would be a meaningful addition to the literature.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate accordance protocol section base overall risk benefit profile observed date,NCT05397171,"This study was terminated in accordance to protocol Section 4.4, based on the overall risk-benefit profile observed to date.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,not receive grant fund conduct study,NCT05399342,Did not receive grant funding to conduct the study,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
SUSPENDED,INTERVENTIONAL,study clinical hold fda,NCT05399368,Study on clinical hold by FDA,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,grantor withdrawal support due low accrual,NCT05400577,Grantor withdrew support due to slow accrual,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
SUSPENDED,INTERVENTIONAL,june nysinvestigator begin safety review human patient research ongoing study pause june dhhs ohrp also issue fwa restriction nysinvestigator research include pause human research june research resume upon review,NCT05401929,"June 2023 NYSPI began safety review of all human subjects research, so ongoing studies paused June 12. DHHS OHRP also issued FWA restriction on NYSPI research that included pause of human research on June 23. Research will resume upon review.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,not possible acquire medical device,NCT05402423,It was not possible to acquire the medical device,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment not progressing expect,NCT05402995,Enrollment was not progressing as expected.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,original clinical trial form error not deleted stage,NCT05403528,"original clinical trials form had error, but cannot be deleted at this stage",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
WITHDRAWN,INTERVENTIONAL,withdrawal due practical reason,NCT05405686,withdrawn due to practical reasons,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,ossm not use clinical program,NCT05407766,OSSM-001 will not be used in this clinical program.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study withdrawal trial therapy deem no longer novel lack site interest,NCT05408026,"Study withdrawn, trial therapy deemed no longer novel and there was a lack of site interest.",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,determine not feasible site time,NCT05408923,It was determined not to be feasible at our site at this time.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,part study successfully conclude part b study discontinued favor redesigned new study,NCT05409183,Part A of the study was successfully concluded. Part B of the study was discontinued in favor of redesigned new studies.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,pursue alternative clinical trial,NCT05410366,Pursuing an alternative clinical trial,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,futility analysis decision terminate ep compound ellipsis sponsor study involve ep,NCT05411679,Futility analysis decision to terminate EP0057 compound and all Ellipses sponsored studies involving EP0057.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,reb approval lapsed,NCT05412264,REB Approval lapsed.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,principal investigator retire not replace retire new one not identify principal investigator,NCT05412706,The Principal Investigator has retired and has not been replaced has retired and a new one has not been identified Principal Investigator,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,fund lapse,NCT05412875,Funding lapse,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SUSPENDED,INTERVENTIONAL,response quality assurance compliance concern specific study ny investigation undertaking institute wide safety review human patient research protocol ycmh administration issue fir hear u state virginia expect go trial next year,NCT05412901,"In response to quality assurance and compliance concerns about some specific studies, NYSPI is undertaking an Institute-wide safety review of human subjects research protocols. HHS OHRP issued an FWA restriction on NYSPI research as of 2023/6/23.",0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0
WITHDRAWN,INTERVENTIONAL,due change monitoring rule sars cov dramatic reduction covid case become extremely difficult enrollment require number patient provide study protocol meet study primary objective,NCT05413642,"Due to changes in the monitoring rules for SARS-CoV-2 and the dramatic reduction in COVID-19 cases, it became extremely difficult to recruit the required number of patients provided by the study protocol to meet the study's primary objective.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
TERMINATED,OBSERVATIONAL,sponsor no longer financially support trial,NCT05414123,The sponsor can no longer financially support the trial.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,commercialization consideration without safety issue,NCT05414734,Commercialization consideration. Without safety issues.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,wait new batch investigational product,NCT05414747,waiting the new batch of investigational product.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,takeda suspend financial support first phase observational study ongoing,NCT05414864,Takeda suspended financial support. The first phase (observational study) is ongoing.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,investigator confirm no result sample degraded,NCT05415293,PI has confirmed there are no results because the samples were degraded.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,business decision make due compete regulatory commitment please note not relate safety or performance device,NCT05415592,This was a business decision made due to competing regulatory commitments. Please note that this was not related to the safety or performance of the device.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,irb close without enrolling patient,NCT05416320,The IRB was closed without enrolling any participants,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty enrollment group not allow enrollment carry reasonable period time decide close project,NCT05417581,"Difficulty of recruitment for Groups 1 and 3 not allowing all recruitment to be carried out over a reasonable period of time, it was decided to close this project",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate due internal strategy change due change risk benefit ratio,NCT05418101,The study terminated due to internal strategy change due to changes in risk-benefit ratio,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study withdrawal principal investigator dr ken batai leave institution prior study activation,NCT05418387,"The study will be withdrawn as the Principal Investigator, Ken Batai, left the institution prior to study activation.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,stop due lack fund,NCT05419986,stop due to lack of funds,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,landscape study area change make impossible continue study,NCT05420077,"The landscape of the study area changed, making it impossible to continue the study.",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SUSPENDED,OBSERVATIONAL,researcher suppose enrollment patient not available,NCT05420129,The researcher who was supposed to recruit the participants is not available,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,change study design quality improvement,NCT05420714,Change in study design to quality improvement,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
SUSPENDED,OBSERVATIONAL,result summarized publish,NCT05421936,Result summarized and published,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,not able enrollment opioid tolerant patient expect,NCT05422001,Not able to recruit opioid tolerant patients as expected,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,strategic business decision not due safety concern,NCT05423106,"Strategic business decision, not due to safety concerns",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,investigator leave team,NCT05423132,Investigator left the team,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,business decision base clinical utility consideration,NCT05423496,Business decision based on clinical utility considerations,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,enrollment suspend ass supplementary non clinical study data,NCT05425862,Enrolment suspended to further assess supplementary non-clinical study data.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,incomplete follow low enrollment,NCT05427045,"Incomplete follow up, low enrollment",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,site decide not continue,NCT05427916,Site decided not to continue,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,u department health human service ohrp issue fwa restriction nysinvestigator research include pause human patient research june study not resume enrollment resumption research,NCT05427981,"U.S. Department of Health and Human Services OHRP issued an FWA restriction on NYSPI research that included a pause of human subjects research as of June 23, 2023. This study will not resume recruitment after the resumption of research.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,inability adequately enrollment patient need additional study patient base preliminary data collection,NCT05428215,"Inability to adequately recruit participants, need for additional study participants based on preliminary data collection",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,investigator leave academia,NCT05428709,PI leaving academia,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,clinical eligibility patient enrollment not achieve,NCT05429307,clinical eligibility for patient recruitment not achieved,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,new technique render study technique obsolete making inappropriate continue study due lack therapeutic interest,NCT05429645,"A new technique has rendered the study technique obsolete, making it inappropriate to continue the study due to lack of therapeutic interest.",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,tusamitamab ravtansine clinical development program discontinued carmen lc trial not meet dual primary endpoint improve progression free survival decision not relate safety concern,NCT05429762,Tusamitamab ravtansine clinical development program is discontinued as CARMEN-LC03 trial did not meet dual primary endpoint of improving progression-free survival. The decision is not related to any safety concern.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study withdrawal due sponsor decision,NCT05430958,Study was withdrawn due to sponsor decision.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,due strategic rerioritization base rapidly change clinical commercial landscape brutons tyrosine kinase inhibitor btk inhibitor,NCT05431179,Due to a strategic reprioritization based on the rapidly changing clinical and commercial landscape for Bruton's tyrosine kinase inhibitors (BTK inhibitors),0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,research withdrawal before patient registration due difficulty continue research,NCT05431244,Research withdrawal before patient registration due to difficulty in continuing research,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty enrollment due covid pandemic,NCT05432908,Difficulties to recruit due to COVID pandemic,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
WITHDRAWN,INTERVENTIONAL,study halt according sponsor description,NCT05432960,Study halted according to the Sponsor's descision.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,no patient could include decrease number patient complication due covid also brazilian government agency grant clinical trial project execution period end march,NCT05433298,"No patient could be included because there was a decrease in the number of patients with complications due to COVID-19. Also, a Brazilian government agency granted this clinical trial, and the project execution period ended in March 2023.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
WITHDRAWN,INTERVENTIONAL,organizational safety issue,NCT05433402,Organizational safety isues,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,clinical investigation improve close decision swedish medical product agency,NCT05433779,The clinical investigation IMPROVE-2 has been closed after a decision by the Swedish Medical Products Agency.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study stop due change strategy,NCT05434091,Study stopped due to change in strategy.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,low sample patient prescribed vaginal dhea,NCT05434351,inadequate sample and only few patients were prescribed with vaginal DHEA,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,temporary protocol lapse,NCT05434936,Temporary protocol lapse,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate basis evaluation safety efficacy include patient patient excluded before receive study treatment thus patient treat study,NCT05435053,"The study was terminated on the basis on an evaluation of the safety and efficacy of the 9 included patients of which 2 of the patients were excluded before receiving any study treatments, thus 7 patients were treated in the study.",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,laboratory ungal,NCT05435235,Laboratory UNGAL,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,futility low enrollment,NCT05437679,Futility (slow enrollment),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,no patient enrollment since study start,NCT05438186,No participants enrolled since study start.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fda withdrawal eua azd,NCT05438498,FDA withdrew EUA for AZD7442,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,parent study nct not meet primary endpoint,NCT05439941,Parent Study (NCT05121480) did not meet the primary endpoint.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,change company priority learning separate ct cl nct deem sufficient,NCT05440721,Change of company's priority; learning from a separate CT-101-CLS-001 (NCT04857515) is deemed sufficient,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
SUSPENDED,INTERVENTIONAL,dissolution research team,NCT05441917,Dissolution of the research team,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,sponsor suspend study conserve capital clinical development lead asset,NCT05441930,Sponsor has suspended study to conserve capital for clinical development of lead asset,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,adjustment research plan,NCT05442762,Adjustment of research plan,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,ossm not use program move forward,NCT05443464,OSSM-001 will not be used in this program moving forward.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,design study device modify,NCT05445258,Design of the study device will be modified,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low resource implement intervention,NCT05445596,Insufficient resources to implement intervention,0,0,0,1,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,close study team no patient enrollment,NCT05445882,"Closed by study team, no subjects enrolled.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop follow strategic decision sponsor not base safety finding or safety concern siremadlin,NCT05447663,Study has been stopped following to strategic decision from the Sponsor. Not based on any safety findings or safety concerns with siremadlin.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,pilot implementation trial never start no provider find would agree use saliva base toxicology test care,NCT05448118,This Pilot implementation Trial was never started because no providers were found who would agree to use saliva-based toxicology tests in care,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,due safety finding other ongoing phase trial,NCT05448391,Due to safety findings in other ongoing Phase 2 trials.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,veteran affair research development office delay,NCT05450224,Veteran's Affairs Research and Development Office delays.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,electronic questionnaire not complete timely manner,NCT05450952,Electronic questionnaires not being completed in a timely manner,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,termination project,NCT05451095,Termination of project,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
